poi_id,ict_id,radio_type,ground_distance,antenna_los_distance,azimuth_angle,geometry,is_visible,num_visible,order
c571aaff-74e9-41d4-8e51-e0aab8fffe1f,9c3f9c22-3cdb-41ce-8c9d-f52ce96c4daa,4G,535,538,149.99,"LINESTRING (1.315454383 38.95906283, 1.318550784344911 38.9548935512878)",True,3,1
c571aaff-74e9-41d4-8e51-e0aab8fffe1f,1fd92561-71d6-4f82-a50b-314eaeb2bb3a,4G,1550,1550,296.75,"LINESTRING (1.315454383 38.95906283, 1.2994456145350086 38.96533694633572)",True,3,2
c571aaff-74e9-41d4-8e51-e0aab8fffe1f,513c3ccb-6937-45ba-8f49-e8b7bb12423a,4G,1945,1947,169.37,"LINESTRING (1.315454383 38.95906283, 1.3196026159899563 38.941873273730245)",True,3,3
e8fc47f3-4cc1-4e0e-8483-095a08f064e0,9c3f9c22-3cdb-41ce-8c9d-f52ce96c4daa,4G,1395,1396,198.99,"LINESTRING (1.323798873 38.96675571, 1.318550784344911 38.9548935512878)",True,3,1
e8fc47f3-4cc1-4e0e-8483-095a08f064e0,487da0fa-b139-470b-9062-fc769b2808f4,3G,1957,1957,320.12,"LINESTRING (1.323798873 38.96675571, 1.309286074952894 38.98025891997847)",True,3,2
e8fc47f3-4cc1-4e0e-8483-095a08f064e0,c39c4afa-010e-41da-a1c4-020fe349c7a3,4G,2315,2315,345.91,"LINESTRING (1.323798873 38.96675571, 1.3172790345037946 38.98694453062616)",True,3,3
b32e5cdd-cc23-4748-9c61-c62201237bf6,,,,,,,False,0,1
7e7edbb0-41db-4dda-b507-37cb0493d1fa,e7356954-eb7e-444d-adde-ea48e0e81129,3G,1523,1523,136.1,"LINESTRING (1.581172796 39.05072478, 1.593396738478233 39.04085669495776)",True,2,1
7e7edbb0-41db-4dda-b507-37cb0493d1fa,a2f0e1d1-0db2-40ba-adb9-c59a1b1fbc8f,4G,3322,3322,35.26,"LINESTRING (1.581172796 39.05072478, 1.6033916796911398 39.075115914928745)",True,2,2
9be3e912-c023-4888-847f-f74ab5085a94,54f7a596-d5a1-4031-84c5-5d4b61b7cbca,4G,1319,1321,290.54,"LINESTRING (1.398807221 38.85313758, 1.384545701871246 38.857298141284986)",True,3,1
9be3e912-c023-4888-847f-f74ab5085a94,b8f4d0b2-ca90-446a-804e-9b30410c4533,4G,2744,2745,297.13,"LINESTRING (1.398807221 38.85313758, 1.370604464141267 38.86438666461446)",True,3,2
9be3e912-c023-4888-847f-f74ab5085a94,f448eb06-a5b3-4343-859c-5a2d27ffe253,3G,5291,5292,303.2,"LINESTRING (1.398807221 38.85313758, 1.3476573236181475 38.879183893491856)",True,3,3
c30b6800-1281-4cee-8dd9-ba3e5c5802fd,5b199afc-f1e3-46f6-919f-c19a45896853,3G,1581,1581,319.52,"LINESTRING (1.564889899 39.01812244, 1.5530080507316153 39.028935914048425)",True,3,1
c30b6800-1281-4cee-8dd9-ba3e5c5802fd,f7412e93-8fb4-4abf-a298-8fb0876a97f5,4G,2682,2682,191.14,"LINESTRING (1.564889899 39.01812244, 1.5588949736709776 38.994459016552206)",True,3,2
c30b6800-1281-4cee-8dd9-ba3e5c5802fd,4ea23bde-9f03-4e96-871d-59276323e1c2,3G,3734,3734,205.78,"LINESTRING (1.564889899 39.01812244, 1.546099731137311 38.98788510647062)",True,3,3
1fa23b03-6f38-49e7-98de-c0d5a352d05a,316c680a-a233-4552-a65b-c1e913f033d9,4G,270,277,293.46,"LINESTRING (1.486454693 39.086867, 1.4835831271086062 39.08783409520887)",True,3,1
1fa23b03-6f38-49e7-98de-c0d5a352d05a,0e502cce-2109-4556-8f3c-d10d7de839be,4G,2575,2575,74.06,"LINESTRING (1.486454693 39.086867, 1.515143934367531 39.09322301710436)",True,3,2
1fa23b03-6f38-49e7-98de-c0d5a352d05a,6f33c3f1-bfe0-425b-a6bb-8bff1dba24ff,4G,2740,2741,93.9,"LINESTRING (1.486454693 39.086867, 1.518132160075056 39.08518473715558)",True,3,3
6e4190d2-b21e-4c48-8cde-59bb39329f62,5b199afc-f1e3-46f6-919f-c19a45896853,3G,3753,3756,187.88,"LINESTRING (1.558964273 39.06236908, 1.5530080507316153 39.028935914048425)",True,3,1
6e4190d2-b21e-4c48-8cde-59bb39329f62,e7356954-eb7e-444d-adde-ea48e0e81129,3G,3816,3820,128.81,"LINESTRING (1.558964273 39.06236908, 1.593396738478233 39.04085669495776)",True,3,2
6e4190d2-b21e-4c48-8cde-59bb39329f62,c499b119-ebc9-4302-a96e-ebd46cf34f6e,4G,5167,5168,184.96,"LINESTRING (1.558964273 39.06236908, 1.5537953731162486 39.016077565382766)",True,3,3
03116452-1288-434e-83d5-fed21199c4a8,194a1da5-5c5b-40ab-8529-3896e18d32af,3G,1079,1082,244.45,"LINESTRING (1.509642134 39.04222339, 1.49836627499455 39.03803633637922)",True,3,1
03116452-1288-434e-83d5-fed21199c4a8,57698fd5-3769-41e9-b2e8-085aefd88b66,3G,1341,1344,189.53,"LINESTRING (1.509642134 39.04222339, 1.5070701846770564 39.03032780100048)",True,3,2
03116452-1288-434e-83d5-fed21199c4a8,559811e1-d2d0-4767-a412-8e09f61a6d25,4G,2928,2929,233.75,"LINESTRING (1.509642134 39.04222339, 1.4823062425817826 39.02665171598812)",True,3,3
4c67727a-4af9-46ef-a98d-5ce5f843163d,,,,,,,False,0,1
08d556b6-931d-4029-a82c-e651113c6d63,f7412e93-8fb4-4abf-a298-8fb0876a97f5,4G,3442,3442,215.05,"LINESTRING (1.58176983 39.01980367, 1.5588949736709776 38.994459016552206)",True,1,1
1472ba6a-9a43-4921-a751-efedc0e5fcf4,acd467fd-70c9-4e80-ae6a-98caa5af0dcd,3G,505,511,49.14,"LINESTRING (1.336193129 38.92541254, 1.3406056487296965 38.92838173557276)",True,3,1
1472ba6a-9a43-4921-a751-efedc0e5fcf4,58621e78-67aa-4cab-ac81-2480d28f6cf0,4G,9540,9541,23.77,"LINESTRING (1.336193129 38.92541254, 1.380697188028657 39.00392045065399)",True,3,2
1472ba6a-9a43-4921-a751-efedc0e5fcf4,94407b64-f245-470e-b118-e8c8c2953fc7,4G,10450,10451,27.2,"LINESTRING (1.336193129 38.92541254, 1.391478936500965 39.00898483490728)",True,3,3
292f0d20-f275-44f5-a40f-cf0e80c3a067,b73da8f1-6805-465c-813c-48d491331849,3G,1084,1084,66.38,"LINESTRING (1.407620621 38.97752283, 1.4191074273650623 38.98142782247335)",True,3,1
292f0d20-f275-44f5-a40f-cf0e80c3a067,23131082-f9bf-4ab5-91b3-23111c4bf241,4G,2713,2713,108.82,"LINESTRING (1.407620621 38.97752283, 1.437323756024553 38.96964746065793)",True,3,3
292f0d20-f275-44f5-a40f-cf0e80c3a067,0222b6a7-350c-46b2-95fd-a3e1c61ee847,4G,2658,2658,92.05,"LINESTRING (1.407620621 38.97752283, 1.4383532678871531 38.97666489861615)",True,3,2
d3a1fe88-51a0-4558-a376-5c614106e50b,487da0fa-b139-470b-9062-fc769b2808f4,3G,6323,6323,76.41,"LINESTRING (1.238187992 38.96691495, 1.309286074952894 38.98025891997847)",True,3,1
d3a1fe88-51a0-4558-a376-5c614106e50b,c792a57c-917b-4ecf-8e8f-c89f26361d6b,4G,6747,6751,117.37,"LINESTRING (1.238187992 38.96691495, 1.3074686023842217 38.93899999540557)",True,3,2
d3a1fe88-51a0-4558-a376-5c614106e50b,c39c4afa-010e-41da-a1c4-020fe349c7a3,4G,7190,7191,71.93,"LINESTRING (1.238187992 38.96691495, 1.3172790345037946 38.98694453062616)",True,3,3
80995085-677e-40c5-a7eb-3e6be9c04193,b7e54fbf-12f0-4795-8b99-fa36fee9747a,3G,336,358,267.88,"LINESTRING (1.259268392 38.86889715, 1.2553861252826088 38.86878519995628)",True,2,1
80995085-677e-40c5-a7eb-3e6be9c04193,5ef608e3-60c4-4894-8ac2-57ab0d0e55c9,4G,10271,10271,101.25,"LINESTRING (1.259268392 38.86889715, 1.3755994038329078 38.85081993416053)",True,2,2
f4757abf-5db7-4f0e-a7cc-0c437012a72e,,,,,,,False,0,1
b4129fb7-6eff-4f64-9302-d56ca0ffd434,5ef608e3-60c4-4894-8ac2-57ab0d0e55c9,4G,639,642,147.62,"LINESTRING (1.371649766 38.85567112, 1.3755994038329078 38.85081993416053)",True,3,1
b4129fb7-6eff-4f64-9302-d56ca0ffd434,b8f4d0b2-ca90-446a-804e-9b30410c4533,4G,973,973,354.66,"LINESTRING (1.371649766 38.85567112, 1.370604464141267 38.86438666461446)",True,3,2
b4129fb7-6eff-4f64-9302-d56ca0ffd434,a29f05b1-4402-4735-8f88-f9a7ddd325fb,2G,1036,1036,40.92,"LINESTRING (1.371649766 38.85567112, 1.379487438972974 38.86271112202775)",True,3,3
019d2f45-228e-4943-b302-1af7cb2ae820,,,,,,,False,0,1
5b9fbca7-20b7-4b7a-8555-1be8137a8e12,559811e1-d2d0-4767-a412-8e09f61a6d25,4G,1286,1291,179.26,"LINESTRING (1.482114837 39.03821867, 1.4823062425817826 39.02665171598812)",True,3,1
5b9fbca7-20b7-4b7a-8555-1be8137a8e12,57698fd5-3769-41e9-b2e8-085aefd88b66,3G,2327,2330,112.14,"LINESTRING (1.482114837 39.03821867, 1.5070701846770564 39.03032780100048)",True,3,2
5b9fbca7-20b7-4b7a-8555-1be8137a8e12,40e67918-f75f-4a0f-970b-424a85a7859a,3G,3741,3744,45.03,"LINESTRING (1.482114837 39.03821867, 1.512763963981112 39.06199115244186)",True,3,3
d4e50261-9303-4b9b-8f52-ed9d7903dd58,513c3ccb-6937-45ba-8f49-e8b7bb12423a,4G,463,463,113.07,"LINESTRING (1.3146801 38.94350397, 1.3196026159899563 38.941873273730245)",True,3,1
d4e50261-9303-4b9b-8f52-ed9d7903dd58,c792a57c-917b-4ecf-8e8f-c89f26361d6b,4G,800,807,231.24,"LINESTRING (1.3146801 38.94350397, 1.3074686023842217 38.93899999540557)",True,3,2
d4e50261-9303-4b9b-8f52-ed9d7903dd58,9c3f9c22-3cdb-41ce-8c9d-f52ce96c4daa,4G,1310,1311,14.8,"LINESTRING (1.3146801 38.94350397, 1.318550784344911 38.9548935512878)",True,3,3
8dc18b71-d2aa-4396-aed1-3918a7c78302,9bf2da9d-9ce0-45d5-8274-dc8a36aa2645,4G,1278,1284,110.42,"LINESTRING (1.540372474 39.08134747, 1.5542522572113824 39.07733619774327)",True,1,1
f1258afa-9fe6-46f8-89a4-75826b810986,4de24eb6-f9ad-4f93-95ea-d39d19d57de0,4G,1874,1874,233.25,"LINESTRING (1.409553323 38.89320415, 1.3922060476891158 38.88311876253912)",True,3,1
f1258afa-9fe6-46f8-89a4-75826b810986,3dc41fb4-667b-4673-b553-2998678bb0e3,4G,2977,2979,359.74,"LINESTRING (1.409553323 38.89320415, 1.4093966113233234 38.91997836109023)",True,3,3
f1258afa-9fe6-46f8-89a4-75826b810986,22d699dd-ade7-497f-9730-432fa3700c46,3G,2937,2937,299.74,"LINESTRING (1.409553323 38.89320415, 1.3800854230256565 38.9062992785694)",True,3,2
8c0900aa-9916-48a2-81a7-783bb859d57c,8a4cfe6a-ce1a-4096-84dc-be09b32b8567,4G,5007,5018,145.9,"LINESTRING (1.276045852 38.90932032, 1.3084716333709348 38.87203255905634)",True,3,1
8c0900aa-9916-48a2-81a7-783bb859d57c,1f80e199-c0dd-4090-944a-d857d689ee0f,3G,5995,6005,133.51,"LINESTRING (1.276045852 38.90932032, 1.3262742986742686 38.8721881823533)",True,3,2
8c0900aa-9916-48a2-81a7-783bb859d57c,6bcfa4f5-5adb-4667-9789-73b22a9a1af9,4G,7839,7842,50.1,"LINESTRING (1.276045852 38.90932032, 1.3455941961097526 38.9545135868109)",True,3,3
04da0ba1-3b87-4a8e-bb66-72ac9a19f1cd,4de24eb6-f9ad-4f93-95ea-d39d19d57de0,4G,924,924,143.38,"LINESTRING (1.385841056 38.88978634, 1.3922060476891158 38.88311876253912)",True,3,1
04da0ba1-3b87-4a8e-bb66-72ac9a19f1cd,22d699dd-ade7-497f-9730-432fa3700c46,3G,1903,1903,344.82,"LINESTRING (1.385841056 38.88978634, 1.3800854230256565 38.9062992785694)",True,3,2
04da0ba1-3b87-4a8e-bb66-72ac9a19f1cd,86818972-6723-46e5-9916-af01c2be5383,4G,2148,65560,183.48,"LINESTRING (1.385841056 38.88978634, 1.384334677393355 38.87050132158264)",True,3,3
316677be-d43e-4119-ac88-7b54e561fb17,cd272128-4c9b-4ef7-b909-6f8eea7c0efc,4G,2674,2674,315.11,"LINESTRING (1.454736686 39.0051067, 1.4328931164379757 39.02213746198865)",True,3,1
316677be-d43e-4119-ac88-7b54e561fb17,bb096899-b7a2-482a-9f58-7dbbb86d0cd3,3G,4056,4057,305.01,"LINESTRING (1.454736686 39.0051067, 1.4162749127785426 39.02602861664931)",True,3,3
316677be-d43e-4119-ac88-7b54e561fb17,7ef7da58-1464-499a-8ad3-ea784e07446a,4G,3959,3959,277.3,"LINESTRING (1.454736686 39.0051067, 1.4092926255061942 39.00962143087611)",True,3,2
d37197f2-d992-4674-a45f-4edfec32eb68,d3943d1d-2fd9-4e0e-82b3-e0d977692844,4G,7323,7324,105.31,"LINESTRING (1.382562293 38.94475765, 1.464216761368047 38.92733764400614)",True,1,1
cda6e0d7-8641-4943-94e7-997c3a504b43,513c3ccb-6937-45ba-8f49-e8b7bb12423a,4G,989,989,264.65,"LINESTRING (1.330989881 38.94270256, 1.3196026159899563 38.941873273730245)",True,3,1
cda6e0d7-8641-4943-94e7-997c3a504b43,6bcfa4f5-5adb-4667-9789-73b22a9a1af9,4G,1822,1822,43.88,"LINESTRING (1.330989881 38.94270256, 1.3455941961097526 38.9545135868109)",True,3,2
cda6e0d7-8641-4943-94e7-997c3a504b43,c792a57c-917b-4ecf-8e8f-c89f26361d6b,4G,2076,2080,258.57,"LINESTRING (1.330989881 38.94270256, 1.3074686023842217 38.93899999540557)",True,3,3
8955c08a-d3a8-4dd0-872a-09489285a97a,,,,,,,False,0,1
1e1ce347-2c9a-42a9-8cad-29811f0a9f8e,a4c3eba3-efee-4b4a-86aa-08e76a013113,4G,2436,2437,170.85,"LINESTRING (1.361241211 38.8986367, 1.365715302334365 38.87700757837964)",True,3,1
1e1ce347-2c9a-42a9-8cad-29811f0a9f8e,f448eb06-a5b3-4343-859c-5a2d27ffe253,3G,2462,2462,208.53,"LINESTRING (1.361241211 38.8986367, 1.3476573236181475 38.879183893491856)",True,3,2
1e1ce347-2c9a-42a9-8cad-29811f0a9f8e,4de24eb6-f9ad-4f93-95ea-d39d19d57de0,4G,3187,3188,122.77,"LINESTRING (1.361241211 38.8986367, 1.3922060476891158 38.88311876253912)",True,3,3
cf36cf3c-dc91-4d53-8f30-5a9a5c4e7200,,,,,,,False,0,1
9c0cf673-558f-47f4-b008-68872ebfd0a1,19d2196d-3b4a-4dea-b5f2-ad9280714af0,3G,1026,1026,69.2,"LINESTRING (1.515630846 38.97524865, 1.5267274282618262 38.978525665695)",True,3,1
9c0cf673-558f-47f4-b008-68872ebfd0a1,4ea23bde-9f03-4e96-871d-59276323e1c2,3G,2985,2985,61.91,"LINESTRING (1.515630846 38.97524865, 1.546099731137311 38.98788510647062)",True,3,2
9c0cf673-558f-47f4-b008-68872ebfd0a1,f7412e93-8fb4-4abf-a298-8fb0876a97f5,4G,4307,4307,60.25,"LINESTRING (1.515630846 38.97524865, 1.5588949736709776 38.994459016552206)",True,3,3
f9394e7c-c097-4bd1-98c1-c36ab13dde8e,144e8fc3-5bbf-4867-b6e7-67dac7dad7e4,4G,785,785,192.32,"LINESTRING (1.369830696 38.98125539, 1.3678924622333437 38.97435594411141)",True,3,1
f9394e7c-c097-4bd1-98c1-c36ab13dde8e,786cabc6-e800-409d-931f-fe3d1e33b522,4G,979,979,165.3,"LINESTRING (1.369830696 38.98125539, 1.3727026472159556 38.97274207311786)",True,3,2
f9394e7c-c097-4bd1-98c1-c36ab13dde8e,cf18352b-f1f9-47e4-877a-8cc1b7cca651,4G,1398,1398,123.19,"LINESTRING (1.369830696 38.98125539, 1.3833604193535785 38.974372986696494)",True,3,3
18f3f320-cd31-4249-829c-71d90dc9a918,,,,,,,False,0,1
c397425a-2403-401c-a663-74d40571c94a,487da0fa-b139-470b-9062-fc769b2808f4,3G,2146,2149,209.47,"LINESTRING (1.321503371 38.99706412, 1.309286074952894 38.98025891997847)",True,3,1
c397425a-2403-401c-a663-74d40571c94a,1fd92561-71d6-4f82-a50b-314eaeb2bb3a,4G,4010,4011,208.4,"LINESTRING (1.321503371 38.99706412, 1.2994456145350086 38.96533694633572)",True,3,2
c397425a-2403-401c-a663-74d40571c94a,0b7e128c-f459-4d22-815f-0e5edbf9bf06,3G,4038,4040,219.03,"LINESTRING (1.321503371 38.99706412, 1.2920899576282965 38.968846448477805)",True,3,3
77e031da-1d23-48c2-853e-25d1830dabd1,300a1494-68dc-4cb7-9825-1b8d98f07c6e,3G,2789,2789,210.58,"LINESTRING (1.455433486 39.02280274, 1.4390189618244142 39.00121057347411)",True,3,1
77e031da-1d23-48c2-853e-25d1830dabd1,194a1da5-5c5b-40ab-8529-3896e18d32af,3G,4077,4078,65.44,"LINESTRING (1.455433486 39.02280274, 1.49836627499455 39.03803633637922)",True,3,2
77e031da-1d23-48c2-853e-25d1830dabd1,0222b6a7-350c-46b2-95fd-a3e1c61ee847,4G,5338,5339,196.06,"LINESTRING (1.455433486 39.02280274, 1.4383532678871531 38.97666489861615)",True,3,3
4bb7174d-f3a5-485b-bd5d-423a370c713d,4ea23bde-9f03-4e96-871d-59276323e1c2,3G,628,628,196.54,"LINESTRING (1.548169891 38.99330314, 1.546099731137311 38.98788510647062)",True,3,1
